,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
6254,6254,False,The Matrix Collection,150000000,"Adventure,Action,Thriller,Science_Fiction",,604,tt0234215,English,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",16.229317,/ezIurBz2fdUc68d98Fp9dRf5ihv.jpg,"Village_Roadshow_Pictures,NPV_Entertainment,Heineken_Branded_Entertainment,Silver_Pictures,Warner_Bros.","Australia,United_States_of_America",2003-05-15,738599701.0,138.0,English,Released,Free your mind.,The Matrix Reloaded,False,6.7,3500.0,2003,"Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,Hugo Weaving,Helmut Bakaitis,Steve Bastoni,Don Battee,Monica Bellucci,Daniel Bernhardt,Valerie Berry,Ian Bliss,Liliana Bogatko,Michael Budd,Stoney Burke,Kelly Butler,Josephine Byrnes,Noris Campos,Collin Chou,Paul Cotter,Marlene Cummins,Attila Davidhazy,Essie Davis,Terrell Dixon,Nash Edgerton,Gloria Foster,David Franklin,Austin Galuppo,Nona Gaye,Daryl Heath,Roy Jones Jr.,Malcolm Kennard,David Kilde,Randall Duk Kim,Christopher Kirby,Peter Lamb,Nathaniel Lees,Harry Lennix,Tony Lynch,Robert Mammone,Joshua Mbakwe,Matt McColm,Chris Mitchell,Steve Morris,Tory Mussett,Rene Naufahu,Robyn Nevin,David No,Genevieve O'Reilly,Socratis Otto,Harold Perrineau,Jada Pinkett Smith,Montaño Rain,Adrian Rayment,Neil Rayment,Rupert Reid,Lambert Wilson,Cornel West,David Roberts,Shane C. Rodrigo,Nick Scoggin,Kevin Scott,Tahei Simpson,Frankie Stevens,Nicandro Thomas,Gina Torres,Andrew Valli,Steve Vella,John Walton,Clayton Watson,Leigh Whannell,Bernard White,Anthony Zerbe,Scott McLean,Anthony Brandon Wong",Lilly Wachowski,"saving the world,artificial intelligence,man vs machine,martial arts,kung fu,underground world,dream,hero,fight,computer virus,key,future,plato,precognition,rave,dying and death,virtual reality,dystopia,computer,faith,world religion,truth,mission,cyberpunk,woman director,gnosticism",604.0,115978.0,
6450,6450,False,Spy Kids Collection,38000000,"Action,Adventure,Comedy,Family,Science_Fiction",,12279,tt0338459,English,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",8.025145,/tethGDyocmatW6Li1NcUBXQo6Oo.jpg,Dimension_Films,United_States_of_America,2003-07-25,197011982.0,84.0,English,Released,3rd Mission. 3rd Dimension.,Spy Kids 3-D: Game Over,False,4.7,525.0,2003,"Antonio Banderas,Carla Gugino,Alexa PenaVega,Daryl Sabara,Sylvester Stallone,Salma Hayek,Ricardo Montalban,Holland Taylor,Mike Judge,Matt O'Leary,Emily Osment,Ryan Pinkston,Robert Vito,Bobby Edner,Courtney Jines,Cheech Marin,Danny Trejo,Alan Cumming,Tony Shalhoub,Steve Buscemi,Bill Paxton,George Clooney,Elijah Wood,Selena Gomez,Evan Sabara,Camille Chen,Steve Wertheimer,Alejandro Rose-Garcia,Lane Turney,Glen Powell,Bob Fonseca,Peter Marquardt,James Paxton",Robert Rodriguez,"video game,intelligence,liberation,child hero,mission",,,
6471,6471,False,,54000000,Drama,http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396087576.html,8046,tt0299930,English,Gigli,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",11.415316,/hy4HOGwrWc8et7jUJFzE9getbsp.jpg,"City_Light_Films,Revolution_Studios,Casey_Silver_Productions",United_States_of_America,2003-08-01,7266209.0,121.0,English,Released,Life doesn't play by the rules.,Gigli,False,3.5,105.0,2003,"Ben Affleck,Jennifer Lopez,Justin Bartha,Lainie Kazan,Lenny Venito,Missy Crider,Al Pacino,Christopher Walken,Terry Camilleri,David Backus,Robert Silver,Luis Alberto Martínez Barrios,Todd Giebenhain,Brian Sites,Brian Casey,Les Bradford,David Bonfadini,Dwight Ketchum",Martin Brest,"new york,mentally disabled,kidnapping,blackmail,mission of murder,lovers,lesbian,mobster",,,
6548,6548,False,,10000000,"Action,Adventure,Thriller",,10999,tt0088944,English,Commando,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",10.193652,/ggVVcXvlLqFOK6lEkD8G2aDarDb.jpg,"Twentieth_Century_Fox_Film_Corporation,SLM_Production_Group,Silver_Pictures",United_States_of_America,1985-10-03,57500000.0,90.0,English,Released,Somewhere... somehow... someone's going to pay.,Commando,False,6.4,753.0,1985,"Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,James Olson,David Patrick Kelly,Alyssa Milano,Bill Duke,Drew Snyder,Sharon Wyatt,Michael Delano,Bob Minor,Michael Adams,Gary Carlos Cervantes,Julie Hayek,Walter Scott,Ava Cadell,Branscombe Richmond,Bill Paxton",Mark L. Lester,"kidnapping,lone wolf,daughter,father,rescue mission",,,
6665,6665,False,,0,"History,Drama,Comedy",,2200,tt0071688,German,Jakob der Lügner,"A Jewish ghetto in the east of Europe, 1944. By coincidence, Jakob Heym eavesdrops on a German radio broadcast announcing the Soviet Army is making slow by steady progress towards central Europe. In order to keep his companion in misfortune, Mischa, from risking his life for a few potatoes, he tells him what he heard and announces that he is in possession of a radio - in the ghetto a crime punishable by death. It doesn't take long for word of Jakob's secret to spread - suddenly, there is new hope and something to live for - and so Jakob finds himself in the uncomforting position of having to come up with more and more stories.",2.072612,/oiRpUkdsorCypbTDxqDED9BRRCj.jpg,nan,"Czech_Republic,East_Germany",1974-12-22,0.0,100.0,Deutsch,Released,,Jacob the Liar,False,7.3,7.0,1974,"Vlastimil Brodský,Erwin Geschonneck,Henry Hübchen,Blanche Kommerell,Manuela Simon,Zsuzsa Gordon,Armin Mueller-Stahl,Friedrich Richter,Margit Bara,Reimar Johannes Baur,Dezső Garas,Hermann Beyer,Klaus Brasch,Jürgen Hilbrecht,Paul Lewitt,Edwin Marian,Hans-Peter Reinecke",Frank Beyer,"ghetto,jew,hope,radio transmission,war,gestapo",2200.0,42004.0,4175.0
6816,6816,False,The Matrix Collection,150000000,"Adventure,Action,Thriller,Science_Fiction",,605,tt0242653,English,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,15.368205,/sKogjhfs5q3azmpW7DFKKAeLEG8.jpg,"Village_Roadshow_Pictures,NPV_Entertainment,Silver_Pictures,Warner_Bros.","United_States_of_America,Australia",2003-11-05,424988211.0,129.0,"English,Français",Released,Everything that has a beginning has an end.,The Matrix Revolutions,False,6.4,3155.0,2003,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Mary Alice,Helmut Bakaitis,Lambert Wilson,Roy Jones Jr.,Randall Duk Kim,Harry Lennix,Matt McColm,Harold Perrineau,Jada Pinkett Smith,Gina Torres,Collin Chou,Cornel West,Nona Gaye,Monica Bellucci,Maurice Morgan,Bernard White,Ian Bliss,Bruce Spence",Lilly Wachowski,"saving the world,artificial intelligence,man vs machine,flying,philosophy,fortune teller,kung fu,underground world,killer robot,temple,subway,dream,sun,hero,fight,sunlight,computer virus,key,future,precognition,super computer,machine town,ying yang,dying and death,virtual reality,dystopia,computer,faith,world religion,truth,rescue,mission,cyberpunk,woman director,yin yang,gnosticism",605.0,117247.0,7300.0
6983,6983,False,,20000000,"Action,Comedy,Crime",,10023,tt0092925,English,Dragnet,"The equally-straight-laced and ""by the book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery and save ""The Virgin"" Connie Swail...",7.907938,/vaFsRAleYZ6tIPxrDP2iwUpO3kU.jpg,Universal_Pictures,United_States_of_America,1987-06-25,66673516.0,106.0,English,Released,"""Just The Facts.""",Dragnet,False,5.7,139.0,1987,"Dan Aykroyd,Tom Hanks,Christopher Plummer,Harry Morgan,Alexandra Paul,Jack O'Halloran,Elizabeth Ashley,Dabney Coleman,Kathleen Freeman,Shannon Tweed,Lisa London",Tom Mankiewicz,"molotow cocktail,health food,speech impediment,reverend,ice sculpture,miranda warning,orange county california,female police commissioner,homage,yugo",,,
7198,7198,False,,30000000,Drama,http://www.thepassionofthechrist.com/,615,tt0335345,English,The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",13.194168,/oFuLM1EaKhi1WNWiTjQ1HKIZ1Eg.jpg,"Icon_Productions,Twentieth_Century_Fox_Film_Corporation",United_States_of_America,2004-02-25,611899420.0,127.0,"עִבְרִית,Latin",Released,"By his wounds, we were healed.",The Passion of the Christ,False,6.9,888.0,2004,"Jim Caviezel,Maia Morgenstern,Monica Bellucci,Rosalinda Celentano,Sergio Rubini,Francesco Cabras,Christo Jivkov,Francesco De Vito,Mattia Sbragia,Toni Bertorelli,Angelo Di Loreta,Luca Lionello,Hristo Shopov,Andrea Refuto,Hafedh Khalifa,Claudia Gerini,Pietro Sarubbi,Fabio Sartor,Giacinto Ferro,Olek Mincer,Luca De Dominicis,Sabrina Impacciatore,Maurizio Di Carmine,Nuot Arquint",Mel Gibson,"christianity,jewry,roman empire,jesus christ,suffering,apostle,last supper,roman,bible,mission,torture",615.0,70506.0,51242.0
7244,7244,False,,5000000,"Romance,Action,Comedy,Crime,Mystery,Drama",,16941,tt0332658,English,Intermission,"A raucous story of the interweaving lives and loves of small-town delinquents, shady cops, pretty good girls and very bad boys. With Irish guts and grit, lives collide, preconceptions shatter and romance is tested to the extreme. An ill-timed and poorly executed couple's break-up sets off a chain of events affecting everyone in town.",3.715985,/lWbZT7TK3SmZ0LkCyBUUtib8OD2.jpg,"UK_Film_Council,Portman_Film,Irish_Film_Board,Parallel_Film_Productions,Brown_Sauce_Film_Productions,Company_of_Wolves","Ireland,United_Kingdom",2003-08-29,4856298.0,105.0,English,Released,Life is what happens in between.,Intermission,False,6.4,51.0,2003,"Colin Farrell,Colm Meaney,Kelly Macdonald,Cillian Murphy,Brían F. O'Byrne,Kerry Condon,Tom Murphy,David Wilmot,Owen Roe,Deirdre O'Kane,Ger Ryan,Shirley Henderson,Rory Keenan",John Crowley,"suspense,thriller,independent film",,,
7293,7293,False,,0,"Horror,Mystery,Thriller",http://www.hangmanscursethemovie.com/,45862,tt0342508,English,Hangman's Curse,"Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What's to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few and time is running out for the students of Rogers High School. The only hope is the Veritas Project, a highly trained investigative team working undercover to expose the truth. Lives hang in the balance as they scramble to unravel the mystery and protect the student body from their own hatred and fear.",0.965268,/yOYlx9Ts420vHn3YRqOLRQdaK06.jpg,"North_by_Northwest_Entertainment,Namesake_Entertainment,The_Total_Living_Network",United_States_of_America,2003-09-12,0.0,106.0,English,Released,"Watch your locker, watch your back, watch your soul.",Hangman's Curse,False,5.5,9.0,2003,"David Keith,Mel Harris,Douglas Smith,Leighton Meester,Jake Richardson,Bobby Brewer,Daniel Farber,Edwin Hodge,Andrea Morris,William R. Moses,Margaret Travolta,Tom Wright,Frank Peretti,Liz Schilling,Teresa Suter,Jared Wagner",Rafal Zielinski,"suicide,based on novel,secret mission,spider,high school,bullying,urban legend,curse,surprise ending,student,teen suicide",,,
7362,7362,False,James Bond Collection,9500000,"Action,Thriller,Adventure",http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,667,tt0062512,English,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,10.359669,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,Eon_Productions,United_Kingdom,1967-06-12,111584787.0,117.0,"English,日本語,Pусский",Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,False,6.5,541.0,1967,"Sean Connery,Akiko Wakabayashi,Karin Dor,Mie Hama,Tetsurō Tamba,Teru Shimada,Donald Pleasence,Bernard Lee,Lois Maxwell,Desmond Llewelyn,Charles Gray,Tsai Chin,Burt Kwouk,Michael Chow,Ronald Rich,Jeanne Roland",Lewis Gilbert,"london england,japan,england,assassination,helicopter,vulkan,assassin,asia,secret identity,nasa,island,russia,missile,war ship,ninja fighter,secret base,secret mission,secret organization,secret intelligence service,phantom,villain,sumo ringer,volcano,funeral,space,soldier,killer,secret service,blast",667.0,112536.0,25087.0
7642,7642,False,The Delta Force Collection,0,"Action,Adventure",,19086,tt0099399,English,Delta Force 2: The Colombian Connection,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",7.007739,/kPSwUb0s0XEDvvCNHEJOk74EfBI.jpg,"Cannon_Group,Metro-Goldwyn-Mayer_(MGM)",United_States_of_America,1990-08-24,6698361.0,111.0,"English,Français",Released,Norris and the force are back,Delta Force 2: The Colombian Connection,False,5.3,48.0,1990,"Chuck Norris,Billy Drago,John P. Ryan,Richard Jaeckel,Begonya Plaza,Paul Perri,Héctor Mercado",Aaron Norris,"secret mission,delta force,drug cartel,gun battle",,,
7672,7672,False,,0,"Animation,Science_Fiction,Thriller",,823,tt0193253,Japanese,人狼,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",5.993402,/dNW6aaQAQ6C8LNY1dVmsI5rqrzT.jpg,"Bandai_Visual_Company,Production_I.G.",Japan,1999-11-17,0.0,102.0,日本語,Released,,Jin-Roh: The Wolf Brigade,False,7.4,82.0,1999,"Yoshikatsu Fujiki,Sumi Mutou,Hiroyuki Kinosha,Eri Sendai,Kenji Nakagawa,Kousei Hirota,Ryuichi Horibe,Yukihiro Yoshida,Yoshisada Sakaguchi,Tamio Ohki,Yoshisada Sakaguchi",Hiroyuki Okiura,"japan,terror,resistance,little red riding hood,brothers grimm,dystopia,state,politician,suicide mission,resistance fighter,social issues",823.0,61495.0,4837.0
7689,7689,False,,36000000,"Drama,Romance",,51515,tt0101373,English,At Play in the Fields of the Lord,"Martin and Hazel Quarrier are small-town fundamentalist missionaries sent to the jungles of South America to convert the Indians. Their remote mission was previously run by the Catholics, before the natives murdered them all. They are sent by the pompous Leslie Huben, who runs the missionary effort in the area but who seems more concerned about competing with his Catholic 'rivals' than in the Indians themselves. Hazel is terrified of the Indians while Martin is fascinated. Soon American pilot Lewis Moon joins the Indian tribe but is attracted by Leslie's young wife, Andy. Can the interaction of these characters and cultures, and the advancing bulldozers of civilization, avoid disaster?",2.151436,/5Q526tcfxRi6NAJ3ifwnNAVO2y9.jpg,"Universal_Pictures,The_Saul_Zaentz_Company","Brazil,United_States_of_America",1991-12-06,1345903.0,189.0,English,Released,"An adventure beyond the limits of civilization, faith and passion.",At Play in the Fields of the Lord,False,5.8,11.0,1991,"Tom Berenger,John Lithgow,Daryl Hannah,Aidan Quinn,Tom Waits,Kathy Bates",Hector Babenco,"missionary,civilization,tribe",,,
7779,7779,False,Police Academy Collection,0,"Comedy,Crime",,11546,tt0110857,English,Police Academy: Mission to Moscow,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",6.168241,/mpUOqZcs7VVg9LrVPRZKAGPiTT2.jpg,Warner_Bros.,United_States_of_America,1994-06-09,126247.0,83.0,English,Released,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.",Police Academy: Mission to Moscow,False,4.1,178.0,1994,"George Gaynes,G. W. Bailey,Leslie Easterbrook,Michael Winslow,David Graf,Ron Perlman,Charlie Schlatter,Christopher Lee,Claire Forlani,Andrej Annenski",Alan Metter,"video game,mafia,police academy,moscow,commandant",,,
